id_rh;ramal;nome_completo;data_de_nascimento;data_de_contratacao;data_de_demissao;dias_uteis_trabalhados_ano_orcamentario;impostos;beneficios;vt;vr;cargo;bandeira;codigos;quantidade_de_acessos;ferias_acumuladas;ferias_remuneradas;horas_extras;valores_adicionais;id_de_pessoal;id_da_area;sensitive_key
335;7811;Raquel Tavares;1979-09-05;2012-02-27;;234;7807,5;3123;198;786,24;OPIII;;WRN4923-RPX;113;40;;135;;;010;350OPIII8463
336;3841;Raphael Rodrigues;1971-02-20;1993-07-10;;192;12264,5;4905,8;264;645,12;COIII;;CKP1443-NJS;147;28;;5;;;011;817COIII2172
337;6765;Carolina de Souza Almeida;1980-02-07;2009-04-17;;184;2432;972,8;308;618,24;FIIII;;FIR9550-NPZ;143;0;;51;;;322;422FIIII1935
338;4852;Eduardo Paes Leme;1999-02-06;2017-02-01;;188;11205;4482;176;631,68;OPII;;FYR4855-YXJ;143;27;;188;;;010;936OPII6115
339;6187;Rodrigo Funcke;1982-03-01;2011-10-19;2018-01-05;223;666;266,4;176;749,28;LOIV;;UML5986-MWU;33;32;;131;;;545;783LOIV9319
340;4098;Rafaella Sarmento e Silva;1976-04-29;2001-02-23;;184;2209,5;883,8;198;618,24;COI;;OHC4113-PMQ;100;54;;7;;;011;905COI0627
341;2593;Marta de Oliveira;1975-08-01;2009-12-25;2013-11-02;246;12373,5;4949,4;242;826,56;OPII;;KDR5971-JUB;79;47;;34;;;010;167OPII5862
342;2754;Alfredo Machado Araujo;1986-08-14;2011-04-02;;220;8015;3206;198;739,2;ADIII;;OIM6452-SJN;97;43;;200;;;213;369ADIII6197
343;5980;Audir Muniz;1988-02-01;2006-01-27;;191;1060,5;424,2;220;641,76;LOIV;;YEM8035-WOK;66;51;;189;;;545;147LOIV1585
344;1018;Matheus Monteiro;1988-06-05;2011-11-10;;240;2758,5;1103,4;176;806,4;COI;;OYL4858-NRE;98;30;;128;;;011;164COI6452
345;7391;Marina Duarte Barbosa;1987-09-05;2007-02-19;;242;1942,5;777;308;813,12;FIII;;IXR3772-YDM;23;44;;172;;;322;562FIII8588
346;3996;Thalles Jordão Teixeira;1996-09-07;2014-09-03;;150;5464,5;2185,8;154;504;FII;;ZMU5174-QRQ;55;27;;125;;;322;344FII8686
347;4036;Daniel Alvarenga dos Santos;1997-10-28;2015-10-24;;163;11854;4741,6;220;547,68;ADI;;DKE9171-XKI;34;45;;147;;;213;299ADI4256
348;4521;Suelen Lander Regasso;1999-01-04;2016-12-30;2018-01-05;236;5998,5;2399,4;308;792,96;OPII;;DLL5481-NBE;37;32;;111;;;010;837OPII2383
349;1006;Bruno Sobrinho Pereira;1975-05-07;2004-08-19;2007-06-09;221;836,5;334,6;308;742,56;LOIV;;MRQ2291-CDU;85;13;;104;;;545;965LOIV8172
350;1152;Eduardo da Cunha;1980-12-14;2006-12-10;;236;7820;3128;264;792,96;LOIII;;PRA4193-GXT;64;59;;9;;;545;672LOIII6836
351;1641;Lorena Freire;1980-09-04;2011-05-07;2018-01-05;209;4739,5;1895,8;242;702,24;COI;;KGH5533-UDE;37;34;;168;;;011;470COI6868
352;2827;João Silva Longo de Jesus Viana;1977-07-15;1996-05-13;;236;3916;1566,4;286;792,96;ADIV;;QSG2376-YNW;21;60;;88;;;213;182ADIV8500
353;6778;Pedro Helal;1974-06-09;1999-05-06;;225;10959,5;4383,8;220;756;FIIII;;KVV5843-ZWR;92;42;;157;;;322;719FIIII0306
354;4178;Ana Ladogano;1972-10-20;2009-12-21;;250;8068;3227,2;176;840;OPIV;;TXU9393-LRD;41;43;;166;;;010;650OPIV9333
355;3989;Igor Iglezias Perdomo;1978-12-28;1996-12-23;;213;7958,5;3183,4;176;715,68;COIII;;XSI5504-SLX;141;17;;50;;;011;771COIII4076
356;5970;Mariana Bach;1970-02-02;1992-07-13;1995-08-06;250;1927;770,8;198;840;FII;;IJZ9204-CMO;73;31;;21;;;322;244FII3788
357;1306;Rachel Ferreira;1980-07-16;2007-02-05;;184;7384;2953,6;242;618,24;COIV;;SQS6942-LXC;109;50;;22;;;011;715COIV0139
358;6148;Cynthia Mercês;1972-04-26;1997-03-10;;239;9746,5;3898,6;198;803,04;ADIII;;NCC5687-TCL;121;10;;120;;;213;943ADIII5388
359;2173;Pedro Bernhardt;1973-11-06;1998-05-28;;189;2639,5;1055,8;220;635,04;OPIII;;FWV9633-YJL;117;33;;64;;;010;839OPIII5331
360;4847;Lucas Short Santa Cecilia;1999-11-30;2017-11-25;;191;7518;3007,2;154;641,76;FII;;JLM3098-QXA;104;47;;172;;;322;209FII0451
361;2613;Rhuan Hollander;1986-06-03;2012-08-28;;221;10411;4164,4;220;742,56;OPV;;VHY2477-UYC;98;47;;81;;;010;953OPV1056
362;3156;Juliana Stockler;1986-03-01;2014-05-13;;243;674;269,6;154;816,48;COIII;;URJ3143-GLJ;118;54;;29;;;011;613COIII1634
363;6002;Anderson Dias Sampaio;1981-02-02;2001-07-30;;161;1834;733,6;264;540,96;COII;;AMI7969-LAG;108;20;;45;;;011;733COII7436
364;2804;Marta Fahrnholz;1988-04-21;2006-04-17;;231;12010,5;4804,2;308;776,16;COIV;;VDS4348-WQI;97;19;;186;;;011;647COIV0238
365;3756;Maria Freire;1997-01-15;2017-02-12;2018-01-05;196;1217,5;487;176;658,56;LOV;;WRD7730-JZN;143;3;;54;;;545;143LOV0862
366;5104;Wendela da Cunha;1977-10-13;2005-05-13;;209;10650,5;4260,2;176;702,24;ADII;;OMJ4500-BJG;42;45;;198;;;213;311ADII6146
367;7689;Paula Marques Ribeiro;1984-09-04;2002-08-31;;179;573;229,2;264;601,44;COI;;CJO4722-LXJ;142;34;;185;;;011;950COI7643
368;4399;Jeronimo dos Santos Villares Vianna;1983-10-26;2004-07-08;;205;6485,5;2594,2;198;688,8;OPIV;;IQD7681-KRR;115;21;;73;;;010;103OPIV4846
369;2043;Larissa Leal Pedrosa;1997-03-26;2015-03-22;;229;8786;3514,4;220;769,44;ADI;;XSR4690-VJK;148;35;;11;;;213;972ADI8221
370;7975;Bárbara Rodrigues;1999-03-14;2017-03-09;2018-01-05;201;4169,5;1667,8;154;675,36;FIIII;;QLW8867-MDK;140;26;;103;;;322;527FIIII6544
371;7186;Arthur Vaz;1997-07-19;2017-02-02;;198;1529;611,6;154;665,28;FIIV;;NPL3689-AVX;79;54;;15;;;322;794FIIV8833
372;3738;Matheus Carvalho Pinto e Rocha;1981-03-30;2005-09-12;2009-07-16;191;1237,5;495;220;641,76;LOI;;WZD4611-GHT;117;39;;114;;;545;505LOI7623
373;2084;Roberta Procaci;1970-08-12;2008-05-02;;226;8061;3224,4;286;759,36;ADII;;KVN5164-WIS;20;36;;87;;;213;548ADII6962
374;5921;Bernardo de Lima Oliveira;1995-07-07;2014-10-16;;222;8648,5;3459,4;264;745,92;OPIII;;FAT1511-BUN;136;38;;153;;;010;733OPIII6946
375;3828;Ana Sabino de Azevedo Duarte silva;1980-12-28;1999-10-14;;166;6657,5;2663;308;557,76;COIII;;IPH8389-PKD;72;59;;48;;;011;449COIII4850
376;5712;Carolina Fontes;1990-01-07;2009-08-14;;213;10207,5;4083;176;715,68;COII;;MPZ1159-IGE;52;41;;161;;;011;682COII3005
377;2359;Nathalia de Sousa Vaz Rangel;1983-09-23;2001-09-18;;158;918,5;367,4;308;530,88;LOII;;IRY6311-TWB;137;54;;190;;;545;666LOII3640
378;4857;Patricia Jorge;1984-12-24;2007-05-30;2013-04-21;178;12396;4958,4;308;598,08;ADII;;ISS6168-MWX;107;38;;137;;;213;235ADII4097
379;1538;Pedro Lopes de Oliveira;1972-07-27;1993-09-20;;229;9673;3869,2;220;769,44;FII;;TZX3370-PID;30;40;;37;;;322;379FII2855
380;6486;Marcelo Mançãno Chaves;1989-05-14;2016-03-16;2017-07-14;235;12172,5;4869;198;789,6;FIV;;FJL5218-YZE;124;21;;168;;;322;252FIV0441
381;6754;Luiz Costa Vasconcellos;1993-03-31;2011-03-27;;227;10099,5;4039,8;264;762,72;OPIII;;PUM1294-OWR;66;34;;79;;;010;202OPIII2236
382;7608;Mariana Schwenck Gullo;1995-02-19;2013-02-14;;248;11629,5;4651,8;308;833,28;FIIV;;BHZ3071-MOT;133;23;;32;;;322;286FIIV2005
383;1447;João de Souza;1990-09-03;2008-08-29;;189;3073,5;1229,4;154;635,04;OPI;;XAX1021-ACC;51;54;;173;;;010;950OPI1735
384;3798;Eugênio Galvão de Souza;1978-04-26;2008-07-11;2010-06-09;166;6265,5;2506,2;264;557,76;ADI;;JOP6259-CLP;28;51;;52;;;213;347ADI5930
385;1137;Vitor de Carvalho;1973-06-03;2008-08-25;;228;10472;4188,8;308;766,08;COI;;JFC5054-DPI;57;14;;31;;;011;612COI5451
386;7299;Tadeu Lopes da Silveira ;1974-10-10;1998-08-14;;231;8444,5;3377,8;220;776,16;OPI;;YNQ8935-SMV;40;31;;35;;;010;791OPI2809
387;2650;Matheus Andrade Souza ;1974-08-10;2001-09-28;;221;10449,5;4179,8;176;742,56;LOIII;;GJL5909-QWH;143;0;;47;;;545;566LOIII1838
388;7463;Tainah Ramos;1977-04-26;2003-08-30;2012-10-20;193;8491;3396,4;308;648,48;ADV;;YPN3732-VCL;101;0;;146;;;213;417ADV8871
389;6596;Juan Daumas de Azevedo Assumpção;1984-04-12;2005-09-22;2009-08-21;165;11115;4446;198;554,4;COIII;;HYS1186-QEW;140;20;;123;;;011;886COIII5364
390;5646;Lucas Guadagnino;1988-02-07;2009-12-27;;150;2976,5;1190,6;308;504;OPII;;KRX2714-JCP;139;50;;92;;;010;400OPII9783
391;7908;Daniel Lopes da Silveira ;1971-03-05;2004-11-20;;186;7732;3092,8;220;624,96;OPI;;EUR7034-HYT;42;58;;26;;;010;709OPI8561
392;6420;Carlos Amorim;1981-02-07;2013-10-05;;162;5784;2313,6;176;544,32;ADI;;OKE7134-WNZ;86;29;;167;;;213;955ADI5674
393;1072;Flávio Santos Garcia;1981-12-08;1999-12-04;2006-04-07;168;2772,5;1109;198;564,48;LOII;;QXW2144-EIS;34;45;;155;;;545;379LOII7008
394;1526;Matheus Iglezias Perdomo;1973-09-04;2004-09-22;;187;3728,5;1491,4;154;628,32;FIIII;;VTG9961-QLP;65;12;;59;;;322;903FIIII1706
395;6666;Sarah de Carvalho Gomes;1991-02-22;2009-02-17;;171;8318,5;3327,4;308;574,56;FIII;;BQW9343-GZM;146;57;;7;;;322;446FIII5951
396;5223;Bianca Aguiar;1987-04-13;2016-03-05;;194;7050,5;2820,2;242;651,84;ADII;;YEC1852-WTN;150;46;;53;;;213;754ADII6498
397;4368;Renan Steiner Costa;1993-01-16;2011-01-12;2012-07-08;187;9174;3669,6;264;628,32;FIIII;;KWS9951-JBR;58;57;;196;;;322;994FIIII3687
398;7086;Jeferson Pinheiro Mariano;1998-01-23;2016-01-19;2018-01-05;161;3163;1265,2;154;540,96;ADIII;;KTQ3383-AZW;35;33;;39;;;213;772ADIII0822
399;3897;Saranna Lepore Pinheiro;1992-06-02;2011-07-09;;161;2596,5;1038,6;264;540,96;LOII;;NPT9819-NKV;30;32;;185;;;545;444LOII1746
400;2716;Cynthia Ribeiro;1995-03-27;2013-03-22;;228;12208;4883,2;198;766,08;FIIV;;MMA8899-XAR;22;57;;57;;;322;844FIIV6597
401;7390;Gabriel Medina;1980-11-03;2010-07-26;2010-12-13;214;5032;2012,8;308;719,04;FIV;;LPL7352-EJT;111;4;;90;;;322;902FIV9417
402;4097;Marcello Rebouças;1987-06-06;2005-06-01;;206;12298,5;4919,4;176;692,16;OPI;;FQX5717-XJP;106;31;;179;;;010;773OPI4996
403;6742;Gabriel Vasconcelos de Sousa;1976-01-11;1998-11-25;;161;9616,5;3846,6;242;540,96;ADIII;;ZBU2158-FLC;129;58;;131;;;213;993ADIII9986
404;1280;Francyne Souza;1975-10-24;1999-06-02;;250;9701,5;3880,6;286;840;FIII;;GPO6446-ASO;46;46;;77;;;322;839FIII5071
405;5852;Ana Bernardo;1980-09-04;2014-12-24;;206;10283;4113,2;220;692,16;COI;;DBV3917-TJR;102;19;;140;;;011;947COI5854
406;7962;Carolina Racy;1989-11-10;2007-11-06;;227;3017;1206,8;308;762,72;ADI;;OLE3328-SRU;43;8;;26;;;213;162ADI9641
407;6761;Matheus Rubio;1996-01-20;2014-01-15;2018-01-05;165;11187;4474,8;154;554,4;LOI;;WEI9861-VNI;79;36;;183;;;545;347LOI0182
408;3780;Fernanda do Nascimento Rocha;1994-12-19;2017-08-26;;189;3201,5;1280,6;154;635,04;OPI;;JIC1426-WTJ;68;12;;20;;;010;811OPI7760
409;5428;Gabriela e Alves;1999-05-09;2017-05-04;;162;3180,5;1272,2;264;544,32;FII;;ZAV7938-HDT;138;39;;124;;;322;843FII2566
410;4279;Caio Aversa;1985-09-22;2005-10-18;;170;7010,5;2804,2;220;571,2;COV;;OUS2149-FPH;76;23;;3;;;011;929COV1047
411;2408;Yuri Cruz;1972-06-23;2000-09-20;;232;11873,5;4749,4;176;779,52;COV;;PJM9512-VXH;73;16;;111;;;011;464COV8729
412;7712;Camilla Ferraz;1992-07-03;2011-06-08;2013-04-13;153;846;338,4;220;514,08;LOII;;NQI2911-DFQ;60;27;;170;;;545;153LOII6969
413;3777;Nathalia Melo Eiras;1992-08-13;2013-08-19;;205;4152;1660,8;242;688,8;COIV;;CED5201-YBX;37;31;;170;;;011;390COIV2684
414;5041;Marianna Oliveira Leite Silva;1980-04-29;2002-03-20;;220;10344,5;4137,8;242;739,2;ADI;;EFW8857-QVN;136;9;;166;;;213;598ADI5453
415;6257;Lucas Alvarenga dos Santos;1994-06-25;2012-06-20;;208;4196;1678,4;220;698,88;ADI;;PZH9261-TLA;47;12;;132;;;213;436ADI4879
416;1711;Sarah Farias Mamede;1992-05-29;2010-05-25;2014-01-17;168;2823;1129,2;198;564,48;COV;;FHC2107-NFM;122;42;;190;;;011;114COV7769
417;2594;Carolina Araujo Sagrillo;1995-12-11;2013-12-06;;216;2314;925,6;220;725,76;OPII;;PPA8052-JLL;61;2;;186;;;010;997OPII3466
418;2107;Matheus Rodrigues Luiz;1994-01-29;2012-01-25;;162;5012,5;2005;308;544,32;OPI;;FXS8372-SHN;50;12;;196;;;010;952OPI2158
419;4016;Marcello Jorge Montanholi;1984-05-15;2002-06-04;;182;7822,5;3129;198;611,52;OPIII;;LQC4277-GSC;143;21;;20;;;010;618OPIII7682
420;4685;Giovanna Fahrnholz;1999-05-27;2017-05-22;;244;1488,5;595,4;308;819,84;ADIV;;QBA5326-ZSM;106;17;;183;;;213;309ADIV3207
421;1584;Rafael Oliveira Leite Silva;1999-12-13;2017-12-08;;205;6943;2777,2;220;688,8;ADIII;;ZOD5266-WEM;132;21;;63;;;213;592ADIII2419
422;7762;João de Araújo  ;1994-01-05;2012-01-01;2013-08-14;181;5695;2278;264;608,16;ADIII;;PMF1644-FJF;141;28;;59;;;213;360ADIII1803
423;1645;Ighor Araujo Kelly;1979-01-20;2016-04-23;2018-01-05;198;7062,5;2825;220;665,28;COII;;YZW1739-GNS;150;21;;109;;;011;422COII2232
424;6066;Leonardo Dias;1970-11-14;1993-10-04;2000-04-16;164;6112;2444,8;264;551,04;FIII;;ZJL9482-CNJ;150;55;;198;;;322;909FIII9092
425;6345;Amanda Marinho;1983-02-22;2010-09-17;;197;11773,5;4709,4;220;661,92;COI;;KSM4986-EYM;91;40;;158;;;011;322COI9598
426;5185;Tiago Souza Tanaka;1970-07-25;1995-08-27;;184;10510,5;4204,2;154;618,24;OPII;;XYN2222-SLU;64;50;;62;874;;010;391OPII4566
427;4869;Iasmim Jacques Gamboa Fernandez de Oliveira Netto;1976-05-16;1999-06-27;;201;3629,5;1451,8;308;675,36;COIV;;VIA2405-OMS;71;19;;166;;;011;616COIV8113
428;2447;Pedro Hanashiro Moraes;1981-10-18;2005-02-10;;232;3315;1326;220;779,52;OPI;;JVO7966-BBM;57;29;;121;;;010;191OPI2433
429;6435;Rafaela de Godoy;1970-05-24;1992-07-29;;195;10331,5;4132,6;176;655,2;FIII;;RMW7354-SFN;85;23;;110;;;322;714FIII6336
430;2645;Priscila Orçai Granado;1988-02-13;2007-10-02;;234;10797;4318,8;264;786,24;LOIII;;HWA7098-FHC;101;22;;99;;;545;669LOIII1226
431;4721;Fernanda Gonçalves;1991-04-02;2009-03-28;;198;10815,5;4326,2;154;665,28;OPI;;VNH3647-CLD;120;20;;119;;;010;691OPI7157
432;4041;Yuske Orichio;1985-05-19;2005-11-20;;234;11815,5;4726,2;154;786,24;LOI;;CVO5228-JRV;32;7;;88;;;545;874LOI9327
433;6259;Julia Freitas;1996-09-27;2014-09-23;;219;2051,5;820,6;264;735,84;LOI;;SHZ3510-PYB;23;22;;81;;;545;598LOI7477
434;3041;Bianca Vianna ;1981-08-11;2002-12-06;;232;10119;4047,6;264;779,52;FIV;;CLU3782-MGQ;42;32;;83;;;322;286FIV7302
435;2555;Ana Barbosa;1985-06-06;2003-06-02;2004-11-19;169;8278,5;3311,4;308;567,84;ADI;;BPJ9513-XRW;139;32;;17;;;213;519ADI7765
436;3645;Emilaine Oliveira de Mello Silva;1973-11-23;2012-05-20;;237;6575;2630;308;796,32;LOI;;PBG4952-OLX;108;19;;160;;;545;755LOI9025
437;2005;Ana Lassaval Farias;1973-10-29;1997-07-27;;150;5565,5;2226,2;154;504;ADV;;DPD5673-RUL;116;19;;195;;;213;396ADV8180
438;6402;Diego Costa;1984-01-27;2009-05-18;;208;5819,5;2327,8;198;698,88;COIV;;OGP4524-WEF;80;15;;25;;;011;702COIV7666
439;4771;Vitor Almeida da Silveira;1984-03-23;2017-11-01;;215;7928;3171,2;198;722,4;LOII;;LAO1073-LEN;137;33;;55;;;545;731LOII8127
440;7677;Juan Fernandes de Araújo;1978-01-19;2016-09-01;2018-01-05;223;10208;4083,2;264;749,28;LOII;;KZW6955-ZOS;91;19;;82;;;545;333LOII1711
441;1845;Paula Pessanha;1974-06-19;2006-08-24;;194;8254;3301,6;264;651,84;FIII;;NBC5308-PUD;75;42;;34;;;322;478FIII2609
442;7832;Lorena Fernandes;1980-10-19;2009-01-13;;205;4402,5;1761;176;688,8;COII;;RMH7650-BMV;139;32;;1;;;011;391COII4371
443;4870;Iris da Silva;1978-07-29;2001-08-28;;205;7276;2910,4;220;688,8;LOI;;UPQ2143-MYA;105;7;;2;;;545;196LOI9521
444;1932;Maria Freire de Souza;1987-07-28;2011-03-11;;170;5126,5;2050,6;242;571,2;OPI;;AUZ6721-UPE;127;13;;131;;;010;375OPI3006
445;2064;Geam Petraglia da Silva;1970-11-28;2002-01-13;;218;3610,5;1444,2;176;732,48;COI;;HIO1134-SLV;80;15;;17;;;011;523COI0780
446;2471;Guilherme Johnson;1993-04-29;2011-04-25;;165;1608;643,2;154;554,4;ADIII;;QEP4227-FBF;27;47;;101;;;213;468ADIII7150
447;3044;Gabriela Romeu;1983-11-26;2004-11-01;;237;3538,5;1415,4;286;796,32;OPII;;IAN6030-YPO;86;57;;134;;;010;932OPII7347
448;1586;Ana Fernandes Filardi;1975-10-26;2012-08-17;;186;9190,5;3676,2;286;624,96;LOIV;;DBQ3271-TXH;64;11;;28;;;545;227LOIV1688
449;3932;José do Vale Lisboa;1989-11-18;2013-01-05;;160;7411,5;2964,6;198;537,6;FIIII;;ZXC4058-KTJ;132;7;;122;;;322;175FIIII5211
450;3178;Luis dos Santos;1992-12-04;2015-06-07;;163;10510,5;4204,2;242;547,68;COV;;LJL1253-YXN;114;31;;36;;;011;628COV9456
451;2023;Rodrigo Venceslau Santos de Gusmão;1996-08-14;2014-08-10;;199;7612;3044,8;242;668,64;ADII;;IYI3125-ISP;105;32;;84;;;213;276ADII8417
452;2223;Desirée Castro Guimarães;1971-02-20;2008-06-23;;162;7632,5;3053;264;544,32;FIII;;IBY2824-WSE;135;37;;30;;;322;949FIII4745
453;4750;Milena Cândido Xavier Ferreira;1997-08-28;2015-08-24;;150;1253;501,2;220;504;COI;;BHO8636-QCL;83;14;;183;;;011;511COI2624
454;3836;João Rodrigues;1991-01-04;2008-12-30;;224;10459;4183,6;198;752,64;FII;;IAB3275-WNU;100;18;;95;;;322;351FII1540
455;1318;Beatriz Barrozo;1988-05-18;2014-02-04;;188;8158;3263,2;176;631,68;COII;;KPO9457-IEZ;145;58;;38;;;011;266COII3705
456;2868;Luiza Garcia Soares;1995-02-19;2013-02-14;;192;5629;2251,6;308;645,12;OPII;;ZJJ3635-VGA;70;16;;140;;;010;113OPII5855
457;1055;Arthur Gonzalez Assef Miranda;1983-09-29;2005-04-19;;196;1483;593,2;154;658,56;FII;;EYQ6682-BPO;72;23;;50;;;322;758FII8176
458;7257;Rafael Lobo;1978-04-21;1997-03-23;;233;10942,5;4377;286;782,88;OPI;;FHE2428-JBZ;100;53;;195;;;010;904OPI3151
459;2410;Marcelo Monnerat;1985-09-03;2012-08-15;;245;9657;3862,8;220;823,2;COII;;JBN9435-LGC;130;52;;128;;;011;102COII0139
460;5109;Adelino Araujo;1976-09-04;2005-11-07;;218;7112,5;2845;308;732,48;OPI;;ZSN9048-ACK;49;24;;23;;;010;336OPI7061
461;7902;Vinicius Monteiro;1995-09-13;2014-05-31;;211;8592;3436,8;220;708,96;ADII;;JIS3275-TCK;123;52;;156;;;213;906ADII4567
462;5451;Lucas Procaci;1992-03-19;2010-03-15;;220;2994,5;1197,8;264;739,2;ADII;;BYM2976-CEN;98;37;;38;;;213;625ADII7246
463;6453;Paloma Melo Lyra;1979-05-19;2005-03-07;;169;7645;3058;220;567,84;COI;;KME6012-QRA;28;40;;111;;;011;585COI3884
464;1168;Wesley de Melo Teixeira;1997-11-21;2015-11-17;;156;743;297,2;220;524,16;LOI;;IXC2806-PWT;31;28;;36;;;545;697LOI6404
465;6172;Luis Figueiredo Gabriel;1988-07-11;2013-01-11;;181;10349,5;4139,8;286;608,16;COI;;PRM5839-REE;20;8;;126;;;011;272COI1974
466;7796;Luiza Monnerat;1994-09-16;2012-09-11;;181;919;367,6;308;608,16;ADIII;;SCI9618-EDJ;139;54;;123;;;213;409ADIII6202
467;2435;Daniel Garcia;1988-10-31;2006-10-27;;220;11509;4603,6;308;739,2;LOII;;XAA6375-SPD;95;1;;167;;;545;999LOII3108
468;3451;Luiz de Mattos;1992-10-01;2010-09-27;;239;4002,5;1601;198;803,04;LOIII;;AEO8954-IVJ;63;56;;38;;;545;656LOIII0897
469;2795;André dos Santos Pereira Brito;1992-03-30;2015-12-25;;242;547;218,8;176;813,12;OPI;;JXC7224-SXB;50;0;;196;;;010;762OPI2130
470;7243;Lucas Alvim;1992-05-28;2010-05-24;;244;11019,5;4407,8;286;819,84;OPIV;;EEG9763-DXS;61;40;;42;;;010;532OPIV4277
471;3793;Júlia de Oliveira;1981-06-29;2002-05-01;;232;3614;1445,6;286;779,52;COI;;EML3792-XLB;104;35;;185;;;011;463COI6068
472;6983;Bruna Santos Oliveira;1974-11-06;2010-10-12;2012-06-10;210;5275,5;2110,2;198;705,6;COII;;QHP8469-ZXV;111;35;;30;;;011;474COII1692
473;3485;Vinícius Lencastre;1978-10-07;2001-10-08;;155;5921,5;2368,6;286;520,8;FII;;IZZ8128-WWE;135;2;;157;;;322;690FII3224
474;4720;Daniel Pinto Anastácio Machado;1990-10-06;2014-04-28;;231;3496;1398,4;176;776,16;ADII;;DXC9262-KXA;124;55;;196;;;213;747ADII5163
475;2484;Breno Franklin da Silva;1988-01-24;2013-05-27;;205;4120,5;1648,2;264;688,8;LOII;;GBA8017-OVP;96;57;;50;;;545;723LOII5617
476;6626;Renata Lopes de Oliveira;1972-04-15;2006-12-06;;157;1271,5;508,6;198;527,52;LOI;;PJN9187-ZYF;143;41;;122;;;545;198LOI9684
477;4341;Thayane Wermelinger Santos;1991-11-16;2009-11-11;;222;8093,5;3237,4;308;745,92;ADIV;;OPC7045-TPG;119;47;;8;;;213;873ADIV2331
478;5699;Ramon De Moraes Bergara;1989-10-31;2007-10-27;;244;4771;1908,4;220;819,84;COI;;LKQ3800-STK;81;10;;108;;;011;863COI7319
479;1217;João da Silva ;1979-11-23;2015-09-01;;223;10898;4359,2;242;749,28;COV;;QGP4693-PCR;49;54;;0;;;011;630COV4088
480;5430;Mauricio Jardim;1971-11-21;1997-03-24;;167;2283;913,2;308;561,12;LOIV;;CXQ4485-TJT;140;22;;195;;;545;997LOIV4351
481;3472;Lais Cormack;1986-05-11;2009-05-02;;243;4416;1766,4;198;816,48;OPIV;;RHB2967-WCC;134;31;;44;;;010;830OPIV5473
482;7215;Milena Fernandes;1971-10-20;1991-01-06;;230;6318;2527,2;220;772,8;LOIII;;JBE7897-UTX;113;19;;54;;;545;557LOIII5670
483;6927;Paloma Agostinho Marques dos Santos;1988-12-18;2006-12-14;;219;608,5;243,4;154;735,84;COII;;LIK7648-UXH;105;58;;72;;;011;880COII9005
484;3276;Pedro da Silva ;1971-12-01;1992-11-30;;188;7961;3184,4;176;631,68;OPIV;;KXV4063-KSX;113;44;;159;;;010;858OPIV9616
485;1525;Luisa da Costa  ;1983-04-14;2015-05-10;;198;9152;3660,8;286;665,28;OPI;;UYP5300-ZGV;126;52;;106;;;010;694OPI0676
486;5737;Beatriz de Lima Oliveira;1983-10-25;2001-10-20;;179;7678;3071,2;242;601,44;COII;;TJZ5621-ZGI;99;36;;2;;;011;449COII1401
487;6327;Priscilla Barcelos Tagliari;1997-01-01;2014-12-28;;243;3401,5;1360,6;286;816,48;OPV;;XYX6389-VSE;126;54;;87;;;010;863OPV4197
488;5521;Stefan Silva;1993-04-06;2011-04-02;;208;6904;2761,6;176;698,88;FIIII;;SJI5014-MFA;80;26;;142;;;322;855FIIII0719
489;5022;Eduardo de Carvalho;1999-05-11;2017-05-06;;154;1135;454;198;517,44;OPV;;ZSD7071-MXU;45;49;;19;;;010;399OPV0854
490;3726;Pedro Jardim;1992-03-08;2015-01-12;;173;5585,5;2234,2;286;581,28;ADIII;;XRF9452-JGO;106;49;;120;;;213;412ADIII5761
491;4507;Mariana Sartorio;1985-01-16;2004-01-15;;225;8133,5;3253,4;308;756;COII;;MOW8630-TZB;68;12;;155;;;011;951COII8006
492;3590;Thomaz Campelo da Silva;1995-02-13;2013-02-08;;174;3832,5;1533;176;584,64;COI;;EYM4789-ORZ;84;54;;182;;;011;525COI3348
493;5312;Pedro Vilas Bôas;1990-02-06;2008-02-02;2013-03-28;196;2484;993,6;286;658,56;LOI;;UJK3777-KIG;75;27;;29;;;545;728LOI5956
494;1504;Helena Carramanhos Peixoto ;1980-09-23;2001-03-18;;205;8310,5;3324,2;154;688,8;FIIII;;YGU3034-TQK;77;52;;200;;;322;307FIIII0502
495;5942;Carolina Marques;1994-11-23;2014-11-13;2018-01-05;229;2681,5;1072,6;198;769,44;LOIII;;OZT3825-SCD;96;20;;34;;;545;982LOIII8997
496;4146;Nicolas Conceição Leite;1980-08-04;2011-03-14;;230;3355;1342;308;772,8;COI;;RUE4183-VKX;57;3;;40;;;011;243COI0188
497;2031;João Resinente;1996-09-15;2014-09-11;;247;11628;4651,2;308;829,92;ADII;;BUP1490-QQG;144;32;;132;;;213;837ADII7641
498;5238;Luize da Costa;1980-11-28;2013-01-12;;151;8581;3432,4;176;507,36;ADIII;;ORU6967-XQG;139;56;;11;;;213;413ADIII8974
499;1655;Bárbara Gonçalves ;1992-09-19;2010-09-15;;173;10169;4067,6;286;581,28;COI;;HQS6481-FQZ;73;19;;1;;;011;152COI6240
500;3309;Carolina Calafate;1993-01-18;2011-01-14;2017-03-03;205;6648;2659,2;198;688,8;LOII;;YXK9566-ZEN;115;51;;166;;;545;854LOII3483
501;2648;Yuri Vasconcelos;1984-11-08;2002-11-04;2009-05-05;190;9804,5;3921,8;264;638,4;ADII;;DRF3116-OJS;145;26;;99;;;213;143ADII9639
